Project_ID,Project_Name,Country,City,Contractor_Name,Equipment_ID,Equipment_Type,Usage_Hours,Downtime_Hours,Maintenance_Status,Material_Type,Quantity_Used,Unit_Cost,Supplier_Name,Project_Budget,Actual_Cost,Currency,Payment_Status,Start_Date,End_Date,Actual_Completion_Date,Delay_Days
KEN10687,Nairobi Ring Road Expansion,Kenya,Thika,Sahara Build Co,EQ-7183,Grader,55.4,66.7,ok,Sand,269.47 tons,2269541.39,African Steels Trading,771414.94,677400.03,USD,partial,02-Mar-2023,13-Jan-2024,2024-07-07,-10
KEN-0688,Mombasa Port Access Road,Kenya,Eldoret,Apex Infrastucture,EQ-8298,Bulldozer,149.7,14.8,running,Gravel,447377kg,1095944.41,Terramix Logistcs,227180.87,306609.84,ZAR,,06/01/2023,23-Mar-2023,2023/05/21 00:00,0
ZAF 10689,Polokwane Industrial Estate,South Africa,Bloemfontein,Nylestone Construction,EQ-4882,Grader,203.3,44.8,bad,Cement,369.01 tons,"ZAR 3,327,940.15",Kilimanjaro Cment,34016329.74,43146481.29,NGN,partial,14/05/2023,31-Aug-2024,02/15/25,168
KEN-10690,Mombasa Port Access Road,Kenya,Eldoret,Ubora Construction,EQ-5369,Loader,198.5,none,bad,Limestone,101 bags,2323913.34,African Steel Traders,17531242.87,14036096.59,ZAR,in dispute,02/28/25,03/07/2025,2025-07-06,15
GHA-10691,Takoradi Logistics Yard,Ghana,Takoradi,Ubora Constructions,EQ-5928,Excavator,227.4,15.5,Needs Repair,Limestone,,130228.94,Savanna Aggregates,"ZAR 41,463,289",55836820.27,usd,paid,2023/10/20 00:00,2024/08/19 00:00,11-Nov-2024,15
KEN/10692,Thika Bridge Works,Kenya,Mombasa,Build Rite Contractors,EQ-3695,Excavator,122.8,37.3,degraded,Sand,133248kg,343517.88,Savanna Aggregate,161383670.82,171336277.23,GHS,paid,20-Jan-2026,21-Mar-2027,06/25/27,0
ZAF-0693,Cape Town Coastal Works,South Africa,Bloemfontein,Kubwa Engr,EQ-4062,Excavator,114.9,71.2, needs repair,Steel,53.73 tons,48581.32,TerraMix Logistic,94335807.34,100800621.5,ngn,PENDING,07/04/25,2025-10-21,06-Nov-2026,381
NGA_10694,Kano Industrial Road,Nigeria,Port Harcourt,Sahara Build Company,EQ-5936,Grader,145.4,,ok,Steel,406181kg,16043524.37,Nile Quarries,9972649.88,9324814.82,GHS,Pending,06/12/24,2024/07/09 00:00,,-45
GHA/10695,Sunyani District Road,Ghana,Takoradi,Apex Infrastucture,EQ-2091,Bulldozer,235.7,14.5,OK,Limestone,449694kg,1267624.19,WestStone Material,"GHS 21,297,800",26751178.7,ZAR,PENDING,2024-06-19,16-Nov-2025,23/02/2026,99
NGA/10696,Enugu Housing Spine,Nigeria,Benin City,PrimeSpan Africa,EQ-8862,Bulldozer,143.5,71.8,Needs Repair,Steel,13053kg,30636.72,Nile Quarries,"KES 41,803,114",48810262.33,NGN,Partial,08/07/2025,19/08/2025,2025/09/05 00:00,120
GHA10697,Sunyani District Road,Ghana,Sunyani,Kubwa Engineering,EQ-6425,Loader,1241.2,40.7,ok,Gravel,155823kg,118284.33,Savanna Aggregates,18768284.21,18527260.13,USD,on hold,2023-07-15,2024-12-25,2025-05-10,N/A
KEN_10698,Machakos Estate Infrastructure,Kenya,Nakuru,Apex Infrastructure,,Loader,219.6,71.7,running,Steel,23.78 tons,3479058.26,TerraMix Logistics,11491522.26,15211545.4,NGN,Paid,05/24/25,2026-01-01,2026/01/24 00:00,23
GHA-10452,Takoradi Logistics Yard,Ghana,Sunyani,PrimeSpan Africa,EQ-2249,Loader,164.9,69.1,bad,Cement,381154kg,110769.31,WestStone Materials,767944.3,669571.11,ZAR,Paid,09/25/24,10/28/25,2026/01/10 00:00,74
ZAF/10700,Port Elizabeth Harbour Road,South Africa,Cape Town,Mara Civil Works,EQ1753,Loader,80.8,2.3, needs repair,Gravel,308255kg,1042936.07,WestStone Material,44190448.14,48443015.23,ZAR,Delayed,2026/02/27 00:00,03/21/27,2027/07/03 00:00,104
GHA/10701,Kumasi Interchange Works,Ghana,Ho,Mara Civil Works,EQ-2587,Bulldozer,47.4,27.5,SERVICED,Gravel,349437kg,9890.24,African Steel Traders,1679100.88,1817975.28,KES,Pending,2026-01-07,2026-08-31,25/12/2026,116
NGA-10702,Jos Regional Access Road,Nigeria,Port Harcourt,Deltacore Buildrs,EQ-2012,Crane,110.8,49.9,running,Gravel,184 bags,5460208.3,African Steels Trading,887176.8,914717.0,KES,paid,06/20/23,06-Nov-2023,10/29/23,0
KEN_10703,Kisumu Waterfront Rehab,Kenya,Thika,NileStone Construction,EQ-4899,Grader,85.7,7.7,SERVICED,Sand,172169kg,127303.74,TerraMix Logistics,"GHS 23,825,755",29220739.27,GHS,paid,16/03/2026,02-Jun-2026,20-Aug-2026,120
NGA_10704,Lagos Expressway Upgrade,Nigeria,Ibadan,Apex Infrastructure,EQ-7326,Crane,161.3,62.0,ok ,Limestone,318 bags,-,cemex supplies,24781248.77,30310654.18,GHS,Paid,27/02/2026,04-Jun-2027,09/26/27,114
NGA_10705,Calabar Waterfront Works,Nigeria,Port Harcourt,Nylestone Construction,EQ-7063,Loader,68.3,23.6,BAD,Sand,434.8 tons,803433.03,Kilimanjaro Cment,41205701.58,39075126.92,KES,paid,05/19/25,2026-10-03,05/25/27,234
KEN/10706,Mombasa Port Access Road,Kenya,Thika,Prime Span Africa,EQ-9155,Loader,85.1,,Needs Repair,Sand,379 bags,"932,707",Cemex Supply,2066353.06,3029684.61,USD,Delayed,2024-08-22,2024/09/27 00:00,2024/11/19 00:00,53
KEN-10707,Nairobi Ring Road Expansion,Kenya,Nakuru,Nylestone Construction,EQ-4653,Loader,219.0,2.7,service due,Cement,331 bags,197964.41,Cemex Spply,37621330.57,55443754.75,GHS,paid,10/18/23,2024/05/03 00:00,2024/10/10 00:00,160
ZAF 10060,Ibadan Drainage Expansion,Nigeria,Abuja,Kubwa Engineering,EQ-6339,Bulldozer,1731.9,32.9,degraded,Cement,191 bags,15869683.48,Terramix Logistcs,3512456.04,5066367.1,ZAR,PARTIAL,14/10/2024,2025/01/30 00:00,2025/06/19 00:00,15
ZAF_10709,Durban Freight Corridor,South Africa,Pretoria,Prime Span Africa,EQ-7715,Excavator,64.5,67.1,bad,Gravel,334 bags,"zar 365,226.50",WestStone Material,759489.11,1444757.37,ZAR,partial,2024-12-27,05/26/26,2027/05/02 00:00,341
KEN_10506,Tema Container Rd,Ghana,Cape Coast,Kentech Eng,EQ-5533,Excavator,n/a,73.0,degraded,Steel,35.31 tons,"USD 14,502.51",TerraMix Logistics,14645763.22,11822512.04,GHS,PARTIAL,2025-09-25,24-Oct-2026,09/12/2026,46
ZAF_10711,bloemfontein utilities upgrade,South Africa,Bloemfontein,NileStone Construction,EQ-7940,Crane,79.6,2.9,SERVICED,Limestone,213.45 tons,1191130.32,Savanna Aggregates,100630740.48,197478859.79,KES,Paid,2024-01-09,2024/07/19 00:00,11-Jan-2025,0
KEN/10712,Eldoret Industrial Spur,Kenya,Machakos,DeltaCore Builders,EQ-2557,Loader,591.2,42.5,degraded,Gravel,406.63 tons,-,Terramix Logistcs,"ZAR 33,443,060",34010033.4,ZAR,on hold,2024/09/27 00:00,2025-02-02,,-15
KEN 10713,Mombasa Port Access Road,Kenya,Machakos,Nylestone Construction,EQ-7597,Excavator,88.8,16.8,NEEDS REPAIR,Gravel,,1660607.93,Nile Quarrys,131112874.18,117763170.85,USD,Delayed,02/06/2025,05-Jul-2026,04/26/27,295
NGA10714,Ibadan Drainage Expansion,Nigeria,Ibadan,Kentech Eng,EQ-4426,Grader,39.2,34.1, needs repair,Gravel,12t,11971513.73,Cape Buildmart,"GHS 23,010,337",30218231.8,USD,Delayed,2025-12-19,05/09/26,04/08/26,-31
NGA 10715,Ibadan Drainage Expansion,Nigeria,Ibadan,Ubora Constructions,EQ-2508,Excavator,165.7,45.9,Needs Repair,Steel,321756kg,6587154.5,West Stone Materials,6306786.68,6189427.33,kes,paid,08/26/25,18-Feb-2026,06/19/26,121
ZAF10716,Cape Town Coastal Works,South Africa,Bloemfontein,Nylestone Construction,EQ-3455,Crane,151.4,9.7,ok,Gravel,339783kg,3900746.09,Nile Quarrys,33237106.67,33082989.82,GHS,paid,06/27/25,14/06/2026,,4
NGA 10717,Port Harcourt Port Link,Nigeria,Calabar,Build Rite Contractors,EQ-4073,Bulldozer,65.8,23.2,Needs Repair,Sand,about 20,35587.86,Cape Buildmart,2224471.56,1865903.76,ZAR,paid,04-May-2024,01/30/25,25-Apr-2025,85
GHA_10718,Sunyani District Road,Ghana,Takoradi,Kubwa Engr,,Bulldozer,91.1,16.5,ok ,Sand,132 bags,error,West Stone Materials,19918425.15,16883795.89,ZAR,paid,05/04/25,2025-08-18,12/31/25,135
KEN_10719,Mombasa Port Access Road,Kenya,Thika,Nylestone Construction,EQ-4404,Bulldozer,196.4,79.1,ok ,Steel,about 20,1085812.67,African Steels Trading,28677057.21,22433234.65,GHS,Pending,09/01/24,12/29/24,2025-02-02,35
GHA 10720,Sunyani District Road,Ghana,Tamale,Deltacore Buildrs,,Grader,118.3,15.4,running,Steel,67 bags,1094516.35,Cemex Spply,27538011.19,40791109.85,kes,Paid,09/22/25,2026/05/25 00:00,2026-04-15,-40
NGA-10721,Abuja Civic Centre Works,Nigeria,Jos,DeltaCore Builders,EQ-2582,Crane,12.2,30.3,ok,Limestone,332 bags,2646236.18,African Steel Traders,45507424.11,43303300.75,zar,delayed,03-Jun-2024,25-Feb-2025,03/22/25,25
NGA10722,Calabar Waterfront Works,Nigeria,Abuja,NileStone Const.,EQ-2781,Excavator,1235.2,6.9,BAD,Steel,45 bags,15046202.46,WestStone Materials,23039035.92,18056302.33,GHS,Pending,2023/08/06 00:00,2023-09-19,19/10/2023,30
KEN 10723,Mombasa Port Access Road,Kenya,Thika,Build Rite Contractors,,Crane,52.7,12.2,SERVICED,Cement,446 bags,157070.48,African Steels Trading,28720278.52,34819734.6,GHS,partial,08/12/25,26-Sep-2025,2026/01/28 00:00,124
KEN 10193,tamale waterline project,Ghana,Accra,SAHARA BUILD CO,EQ-1820,Bulldozer,218.0,54.0,running,Sand,119642kg,1698562.92,WestStone Materials,"ZAR 4,550,947",6233016.41,GHS,partial,10/03/2025,2026/03/15 00:00,2026-06-09,86
KEN10725,Nairobi Ring Road Expansion,Kenya,Kisumu,DeltaCore Builders,EQ-4403,Crane,23.7,18.4,OK,Gravel,232 bags,2503227.73,Cemex Supply,2528402.77,2073528.21,NGN,PARTIAL,03-Mar-2024,18/02/2025,16/08/2025,179
NGA-0726,Ibadan Drainage Expansion,Nigeria,Calabar,Kubwa Engr,EQ-8230,Loader,-21.3,12.6,ok ,Sand,388.05 tons,808531.95,Savanna Aggregates,"KES 41,804,026",30330057.75,ZAR,,10/07/23,27/10/2023,2023/10/07 00:00,-20
NGA-0727,Benin City Flyover Phase,Nigeria,Abuja,BuildRight Contractors,EQ-8648,Excavator,217.0,4.3,BAD,Cement,222.93 tons,16585950.51,Savanna Aggregates,25333663.61,32493758.07,NGN,paid,20-Jun-2023,2024-06-24,15-Sep-2024,0
ZAF_10728,Bloemfontein Utilities Upgrade,South Africa,Polokwane,Ubora Constructions,EQ-6948,Crane,119.3,,Needs Repair,Gravel,287.7 tons,2333092.31,AFRICAN STEELS TRADING,21473174.84,28417434.65,ZAR,Partial,13/06/2023,01/11/24,,0
GHA10729,Ho Market Redevelopment,Ghana,Cape Coast,Prime Span Africa,EQ-8674,Bulldozer,24.7,55.2,needs repair,Cement,232012kg,844340.04,Afri Steel Traders,10664198.16,13602368.6,ZAR,Paid,2023/01/14 00:00,31-May-2024,2024-08-23,84
ZAF_10730,Durban Freight Corridor,South Africa,Polokwane,mara civil wroks,EQ-5841,Grader,67.0,none,ok,Sand,220 bags,"ZAR 2,276,357.59",Savanna Aggregate,11499529.76,11499529.76,ngn,paid,10/02/25,08/11/2025,26/01/2026,79
NGA/10731,ibadan drainage expansion,Nigeria,Benin City,Apex Infrastucture,EQ-7514,Grader,12.2,58.5,Needs Repair,Gravel,13443kg,402042.79,Savanna Aggregates,101341724.23,145658141.7,ZAR,paid,2026/01/08 00:00,12-Jul-2026,06/15/26,-27
ZAF-0732,Polokwane Industrial Estate,South Africa,Johannesburg,Prime Span Africa,EQ-9901,Bulldozer,49.9,32.9,SERVICED,Steel,331030kg,1908697.04,Lagos Ind. Supply,6037041.52,6491919.7,NGN,Paid,25/01/2026,03/19/26,2026-08-17,151
NGA-10733,Enugu Housing Spine,Nigeria,Port Harcourt,Mara Civil Works,EQ-2033,Loader,48.1,66.0,Ok,Limestone,199 bags,"NGN 13,591,630.57",African Steels Trading,18919467.56,25077323.4,KES,PARTIAL,03/20/25,05-Aug-2026,2027/01/14 00:00,162
ZAF/10734,Pretoria Civic Build,South Africa,Johannesburg,Ubora Construction,EQ-9616,Loader,118.5,42.2,needs repair,Steel,353456kg,185947.89,Cape Build Mart,29987926.61,29987926.61,ZAR,Paid,2025-01-21,2025/07/05 00:00,29-Aug-2025,55
KEN-10735,Thika Bridge Workz,Kenya,Eldoret,Kentech Eng,EQ-6024,Excavator,87.6,40.8,needs repair,Gravel,14331kg,"KES 3,259,291.00",WestStone Material,31288009.25,31883144.07,NGN,delayed,25-Oct-2024,04/04/26,2026/05/05 00:00,31
ZAF/10736,Johannesburg Transit Upgrade,South Africa,Polokwane,Kubwa Engr,,Excavator,205.3,26.4,SERVICED,Limestone,184 bags,1680104.31,TerraMix Logistics,22417052.78,32344029.81,zar,Pending,2024/01/02 00:00,25-Dec-2024,2025-02-12,49
NGA10737,Lagos Expressway Upgrade,Nigeria,Abuja,primespan africa,EQ-7153,Loader,227.6,,degraded,Steel,54.33 tons,14439996.64,Terramix Logistcs,22655212.4,20652514.33,KES,Paid,13/01/2026,2027/06/23 00:00,07-Oct-2027,106
NGA-0738,Abuja Civic Centre Works,Nigeria,Ibadan,NileStone Construction,EQ-4804,Excavator,201.1,634.7,Running,Steel,83.56 tons,567906.65,Terramix Logistcs,201759819.94,273198026.89,usd,paid,2024/02/29 00:00,05/06/2025,2025/10/30 00:00,15
KEN-0739,Thika Bridge Works,Kenya,Eldoret,Kubwa Engr,EQ-8549,Excavator,123.4,10.0,OK,Limestone,46597kg,38968.61,african steels trading,93686933.89,138845323.87,NGN,PENDING,25/02/2023,05/16/24,2024-05-25,9
GHA/10740,Tamale Waterline Project,Ghana,Tamale,Mara Civil Wroks,EQ-4459,Bulldozer,146.6,25.9,OK,Cement,119 bags,442974.82,WestStone Materials,128522084.01,102664241.94,GHS,Paid,2023-06-04,19-Oct-2023,27/09/2023,-22
ZAF 10741,Port Elizabeth Harbour Road,South Africa,Durban,kubwa engr,EQ-2820,Crane,98.8,36.9,needs repair,Gravel,2 bags,880442.24,West Stone Materials,135223751.23,205183381.95,NGN,delayed,27-Feb-2023,2023-12-20,27/11/2023,-23
GHA_10742,Takoradi Logistics Yard,Ghana,Tamale,Ubora Constructions,EQ-1295,Crane,1302.5,60.5,needs repair,Steel,257291kg,636203.18,Terramix Logistcs,1745474.91,1844507.82, NGN,paid,2026/01/23 00:00,10-Feb-2027,2027-09-10,212
GHA-10743,Sunyani District Road,Ghana,Ho,Apex Infra Ltd,EQ-1690,Excavator,194.2,11.5,service-needed,Cement,285 bags,541926.28,Terramix Logistcs,14474135.61,22209059.43,KES,paid,07/07/2023,06-Jul-2024,08/30/24,55
NGA_10744,port harcourt port link,Nigeria,Ibadan,Kubwa Engr,EQ-8690,Crane,591.1,5.9,ok,Sand,378766kg,14971782.34,kilimanjaro cment,64152377.61,79825136.2,KES,partial,2026-02-05,2026/11/16 00:00,04/13/27,148
KEN/10745,Machakos Estate Infrastructure,Kenya,Eldoret,DeltaCore Builders,EQ-3905,Loader,1898.2,37.4,Needs Repair,Steel,425.82 tons,1846542.27,West Stone Materials,630772.31,690777.52,GHS,Pending,2026/04/15 00:00,01-Dec-2026,10/18/27,321
ZAF/10746,Polokwane Industrial Estate,South Africa,Cape Town,PrimeSpan Africa,EQ-5695,Bulldozer,98.4,53.8,running,Gravel,311473kg,3317777.01,Terramix Logistcs,1023350.28,1310307.26,ZAR,Delayed,2023-09-16,2024-06-20,21/08/2024,62
KEN-10747,Nairobi Ring Road Expansion,Kenya,Nairobi,Ubora Constructions,EQ-5533,Excavator,141.9,74.0,Ok,Limestone,208.9 tons,182460.78,Kilimanjaro Cment,43440163.29,35121454.57,KES,Partial,2024-07-09,14-May-2025,08/09/2025,117
ZAF 10748,polokwane industrial estate,South Africa,Bloemfontein,Kubwa Engineering,EQ-2043,Loader,152.0,35.0, needs repair,Cement,251 bags,2383102.33,Cape Build Mart,15894572.89,14421498.04,KES,paid,03/12/2023,2024/10/13 00:00,2025/02/07 00:00,117
NGA10749,Jos Regional Access Road,Nigeria,Lagos,Kentech Engineering,EQ-5840,Crane,1017.7,N/A,ok ,Gravel,194 bags,9507973.59,African Steels Trading,24990501.29,35308815.66,USD,part-paid,14-Mar-2025,02/26/26,05-Jun-2026,99
ZAF_10750,Polokwane Industrial Estate,South Africa,Port Elizabeth,DeltaCore Builders,EQ-4025,Crane,56.2,76.6,running,Cement,139.01 tons,"178,639",Lagos Ind. Supply,1116419.7,975591.9,ghs,PENDING,10/08/24,11/09/25,,-3
KEN/10546,Bloemfontein Utilities Upgrade,South Africa,Port Elizabeth,Prime Span Africa,EQ-1561,Grader,25.6,36.3,bad,Limestone,386.58 tons,2814901.72,Nile Quarrys,37259172.66,37259172.66,USD,Pending,2023-04-06,15-Oct-2023,10/05/23,-10
KEN 10752,Nakuru Junction Upgrade,Kenya,Eldoret,Mara Civil Works,EQ-2789,Excavator,56.8,22.6,ok,Limestone,423.09 tons,"kes 781,089.75",Kilimanjaro Cment,5685.81,6856.22,GHS,Delayed,20/09/2025,08/26/26,2027-10-13,413
NGA-0753,Jos Regional Access Road,Nigeria,Lagos,Deltacore Buildrs,EQ-4790,Bulldozer,67.4,21.5,ok ,Cement,239 bags,"NGN 1,761,859.24",Cemex Supplies,56395919.23,65243275.08,NGN,paid,2025-05-08,16/10/2026,21/01/2027,97
ZAF/10754,Cape Town Coastal Works,South Africa,Bloemfontein,Apex Infra Ltd,EQ-1281,Grader,1164.1,69.2, needs repair,Gravel,13980kg,1893145.21,Cape Build Mart,1352959.27,1776309.99,GHS,partial,16/04/2025,07/07/26,2027/01/03 00:00,180
KEN_10755,Mombasa Port Access Road,Kenya,Nakuru,Ubora Constructions,EQ-7295,Crane,n/a,20.8,service-needed,Sand,148307kg,"760,953",Terramix Logistcs,28411215.47,37755019.22,NGN,paid,2024-12-21,14-Apr-2025,26-Apr-2025,12
NGA-10756,Enugu Housing Spine,Nigeria,Jos,PrimeSpan Africa,,Grader,25.5,76.4,degraded,Steel,141.5 tons,34595.69,Savanna Aggregate,1978825.85,2058816.7,USD,Pending,31/03/2025,19/12/2025,,4
NGA-0757,KANO INDUSTRIAL ROAD,Nigeria,Abuja,Kubwa Engr,EQ-5507,Grader,66.3,62.9,service due,Cement,335308kg,15793247.37,WestStone Material,35813161.27,36902024.73,ZAR,Paid,12-Jul-2025,2026-12-12,2027/04/29 00:00,138
KEN-10322,Calabar Waterfront Works,Nigeria,Ibadan,PrimeSpan Africa,,Excavator,171.1,18.8,service-needed,Sand,330 bags,72614.02,Cemex Supply,10374723.25,10821314.13,ZAR,PARTIAL,12/01/25,11-Feb-2027,06/28/27,137
NGA-10509,Kano Industrial Road,Nigeria,Benin City,Mara Civil Works,EQ-1731,Bulldozer,164.4,10.9,running,Limestone,12t,6417324.61,Kilimanjaro Cment,23565472.83,17442103.44,NGN,PARTIAL,2026/03/30 00:00,02/27/27,2027-05-23,85
GHA-10760,Accra Coastal Bypass,Ghana,Tamale,BUILD RITE CONTRACTORS,EQ-3201,Loader,1031.2,32.2,service due,Steel,223.4 tons,"GHS 1,656,612.06",Nile Quarries,1971853.42,1587452.8,KES,partial,10/05/2023,08/17/23,2024-01-11,147
ZAF10761,Bloemfontein Utilities Upgrade,South Africa,Port Elizabeth,Kubwa Engr,EQ-5387,Crane,24.3,64.4,Needs Repair,Gravel,228 bags,1903418.44,African Steels Trading,26255092.68,27292366.57,zar,PARTIAL,16-May-2023,2023-12-21,04/30/24,131
ZAF 10762,Durban Freight Corridor,South Africa,Durban,DeltaCore Builders,EQ-1639,Bulldozer,579.4,15.5,running,Sand,139230kg,1873084.67,Cape Buildmart,13059991.62,24738847.84,ZAR,paid,09/12/2024,2026/02/27 00:00,2026-06-22,115
ZAF 10763,Port Elizabeth Harbour Road,South Africa,Johannesburg,Kubwa Engr,EQ-5984,Loader,44.3,60.9,BAD,Sand,232 bags,"2,330,392",Kilimanjaro Cment,"GHS 28,934,760",30023083.74,KES,Delayed,2026-03-13,2027/05/22 00:00,2027-07-12,15
GHA10764,Accra Coastal Bypass,Ghana,Ho,Mara Civil Wroks,EQ8982,Loader,182.5,34.6,serviced,Cement,165.19 tons,856179.28,Cemex Supply,872489.92,1100524.45,USD,Paid,04/05/2025,2026-06-30,2027-06-20,120
ZAF10765,Port Elizabeth Harbour Road,South Africa,Bloemfontein,Kubwa Engr,EQ-2449,Grader,96.0,19.5,service due,Limestone,357.87 tons,141165.27,Cape Build Mart,1670029.31,1819003.81,KES,delayed,08/19/23,08-Apr-2024,14/08/2024,128
GHA10766,Sunyani District Road,Ghana,Kumasi,Apex Infra Ltd,,Loader,183.2,0,Needs Repair,Cement,,error,Terramix Logistcs,129174.28,178820.37,NGN,Pending,02-Jul-2023,08/29/23,,4
NGA-0767,Abuja Civic Centre Works,Nigeria,Port Harcourt,Prime Span Africa,EQ-9095,Crane,174.2,35.7,bad ,Sand,126 bags,3548473.27,WestStone Material,756119.23,1105379.97,ZAR,Paid,13-Mar-2025,06/07/25,10/06/2025,3
ZAF/10768,Pretoria Civic Build,South Africa,Polokwane,Deltacore Buildrs,EQ-5295,Excavator,77.0,1.2,OK,Sand,,"709,727",Cemex Supplies,3924480.14,5289134.73,NGN,Partial,02-Apr-2024,2025-05-21,2025-06-01,11
KEN-10769,Nakuru Junction Upgrade,Kenya,Nakuru,Kubwa Engineering,EQ-8991,Excavator,225.2,64.8,Needs Repair,Limestone,315995kg,369768.99,Terramix Logistcs,8534162.17,10149928.41,NGN,Paid,03-Jun-2023,2024/07/31 00:00,12/08/24,120
KEN-0770,mombasa port access road,Kenya,Eldoret,Prime Span Africa,EQ-2430,Loader,178.1,69.9,SERVICED,Limestone,307052kg,2509031.77,Kilimanjaro Cment,22635347.19,32724801.32,USD,PARTIAL,07/06/25,2026/12/14 00:00,11/12/2026,-3
GHA10771,Ho Market Redevelopment,Ghana,Tema,MARA CIVIL WROKS,EQ-7335,Grader,26.2,54.7,ok ,Steel,18 bags,1385489.46,WestStone Materials,12525513.04,9791971.25,KES,PARTIAL,2024-09-16,2025/02/12 00:00,16-Oct-2025,246
GHA-0772,Tamale Waterline Project,Ghana,Takoradi,Sahara Build Company,EQ-1050,Crane,58.8,53.8,service due,Steel,223.19 tons,478871.84,Terramix Logistcs,12143028.87,18123069.18,GHS,PENDING,2024/03/14 00:00,2025/04/10 00:00,05/31/25,51
NGA/10773,Kano Industrial Road,Nigeria,Lagos,Prime Span Africa,EQ-2156,Crane,100.8,44.0,service-needed,Steel,342092kg,17432123.32,Lagos Ind. Supply,10532207.07,10859482.96,NGN,Paid,24/02/2023,08/10/23,29-Nov-2023,0
GHA-10774,Accra Coastal Bypass,Ghana,Accra,DELTACORE BUILDRS,EQ-7623,Loader,89.8,18.3,running,Sand,236 bags,619953.41,Lagos Ind. Supply,393677.19,317509.15,GHS,delayed,29-Mar-2026,04-Aug-2027,25/10/2027,82
GHA-10775,Accra Coastal Bypass,Ghana,Cape Coast,Prime Span Africa,EQ-7916,Bulldozer,70.2,554.8,Needs Repair,Cement,62654kg,690904.13,Lagos Ind. Supply,889349.07,784796.1,ZAR,Delayed,08-Jan-2026,12-Jul-2026,19/06/2026,-23
ZAF10776,Bloemfontein Utilities Upgrade,South Africa,Cape Town,Mara Civil Works,EQ-7206,Loader,142.0,839.9,bad ,Limestone,278 bags,335833.49,Cape Build Mart,26211186.72,22866894.59,GHS,delayed,20/03/2024,07/08/2024,18-Aug-2024,11
GHA-10777,TAMALE WATERLINE PROJECT,Ghana,Cape Coast,MARA CIVIL WROKS,EQ6725,Excavator,161.3,10.0,Needs Repair,Steel,362.36 tons,2324562.76,Lagos Industrial Supply,12715057.12,10809531.36,USD,PARTIAL,2025/04/21 00:00,28/09/2026,2026-10-15,17
NGA-0778,Kano Industrial Road,Nigeria,Kano,Build Rite Contractors,EQ-1924,Bulldozer,140.0,898.2,degraded,Sand,154.24 tons,"NGN 5,294,352.21",Cemex Supply,35476632.11,44744006.61,GHS,Paid,2023-05-06,2023/06/26 00:00,2023-06-30,4
GHA10779,Takoradi Logistics Yard,Ghana,Takoradi,Kentech Engineering,EQ-9215,Loader,27.4,16.3,SERVICED,Limestone,121164kg,2480791.39,Cape Buildmart,"KES 1,935,464",2584298.41,USD,PENDING,2024-04-16,02/14/25,,0
GHA 10780,Ho Market Redevelopment,Ghana,Takoradi,PrimeSpan Africa,,Grader,24.6,36.7,Running,Limestone,392955kg,1455968.62,Kilimanjaro Cment,16278642.65,15425053.37,NGN,paid,2026-01-02,2026-08-15,2026/09/15 00:00,31
NGA_10781,Kano Industrial Road,Nigeria,Jos,Kentech Eng,EQ-7354,Bulldozer,103.0,4.0,service due,Gravel,118 bags,9566026.3,Nile Quarries,28614155.87,28614155.87,usd,Pending,01/31/24,05/06/2024,17-Aug-2024,73
KEN-10782,Thika Bridge Works,Kenya,Nakuru,Prime Span Africa,EQ-3213,Crane,172.6,47.9,Needs Repair,Sand,16 bags,"63,701",Lagos Ind. Supply,15926857.18,15926857.18,ZAR,delayed,23/08/2023,2024/12/16 00:00,,12
ZAF-0549,Port Harcourt Port Link,Nigeria,Benin City,DeltaCore Builders,EQ-1401,Loader,167.4,71.3,running,Gravel,37823kg,12596205.43,African Steels Trading,155676.18,178592.85,KES,Paid,2025-12-15,2026-12-16,30/11/2026,-16
NGA-0081,Ho Market Redevelopment,Ghana,Sunyani,Kentech Eng,EQ-9249,Crane,191.7,25.4,service-needed,Cement,264 bags,"GHS 643,251.72",Lagos Industrial Supply,1680626.59,2546165.72,GHS ,Delayed,03/11/23,19/12/2023,2024/06/14 00:00,178
KEN 10785,Kisumu Waterfront Rehab,Kenya,Machakos,NileStone Construction,EQ4871,Grader,219.7,2.7,service due,Limestone,144.43 tons,"KES 2,947,326.99",Lagos Industrial Supply,18668476.59,18436053.18,ZAR,pending,23-Jan-2025,21/05/2025,,-15
ZAF-10786,Port Elizabeth Harbour Road,South Africa,Cape Town,Build Rite Contractors,EQ-4295,Loader,52.1,6.1,OK,Gravel,189416kg,5018.35,Lagos Industrial Supply,15979092.61,15485793.6,GHS,PENDING,06/16/24,2025/02/11 00:00,2025/07/19 00:00,158
ZAF-0787,Pretoria Civic Build,South Africa,Port Elizabeth,NileStone Construction,EQ-6207,Bulldozer,68.2,32.7,Needs Repair,Cement,213266kg,3378448.59,Cemex Spply,8049810.38,8080234.17,KES,Partial,01/25/26,03/22/27,04/06/2027,74
